X	Y	Dz	Depth
0.387	-0.012	-0.01187	0.0446
0.386	-0.007	-0.01007	0.0428
0.385	-0.002	-0.00847	0.0412
0.384	0.003	-0.00667	0.0394
0.383	0.007	-0.00377	0.0365
0.382	0.012	-0.00117	0.0339
0.38	0.017	0.00163	0.0311
0.379	0.022	0.00443	0.0283
0.378	0.027	0.00573	0.0269
0.377	0.032	0.00793	0.0247
0.376	0.037	0.01183	0.0208
0.374	0.041	0.01603	0.0166
0.373	0.046	0.01973	0.0129
0.372	0.051	0.02093	0.0117
0.371	0.056	0.02143	0.0112
0.37	0.061	0.02173	0.0109
0.368	0.066	0.02253	0.0093
0.367	0.071	0.02263	0.0092
0.366	0.075	0.02273	0.0091
0.365	0.08	0.02293	0.0089
0.364	0.085	0.02313	0.0087
0.363	0.09	0.02383	0.008
0.361	0.095	0.02383	0.008
0.36	0.1	0.02423	0.0076
0.359	0.104	0.02423	0.0066
0.358	0.109	0.02443	0.0064
0.356	0.114	0.02463	0.0062
0.355	0.119	0.02513	0.0057
0.354	0.124	0.02543	0.0054
0.353	0.129	0.02603	0.0048
0.352	0.134	0.02653	0.0043
0.351	0.138	0.02683	0.004
0.349	0.143	0.02703	0.0047
0.348	0.148	0.02703	0.0047
0.347	0.153	0.02723	0.0045
0.346	0.158	0.02772	0.004
0.345	0.163	0.02822	0.0035
0.343	0.168	0.02843	0.0033
0.342	0.172	0.02843	0.0033
0.341	0.177	0.02843	0.0033
0.34	0.182	0.02803	0.003
0.339	0.187	0.02803	0.003
0.337	0.192	0.02803	0.003
0.604	-0.041	-0.04737	0.08299
0.602	-0.036	-0.04737	0.08299
0.601	-0.031	-0.04737	0.08299
0.599	-0.026	-0.04767	0.08329
0.597	-0.022	-0.04737	0.08299
0.596	-0.017	-0.04697	0.08259
0.594	-0.012	-0.04627	0.0819
0.592	-0.008	-0.04567	0.08129
0.59	-0.003	-0.04457	0.0802
0.589	0.002	-0.04287	0.0785
0.587	0.006	-0.04037	0.07
0.586	0.011	-0.03687	0.0665
0.584	0.016	-0.03367	0.0633
0.582	0.021	-0.03017	0.0598
0.581	0.025	-0.02767	0.0573
0.579	0.03	-0.02407	0.0537
0.577	0.035	-0.02007	0.0497
0.575	0.039	-0.01607	0.0457
0.574	0.044	-0.01267	0.0454
0.572	0.049	-0.00937	0.0421
0.57	0.054	-0.00547	0.0382
0.569	0.058	-0.00277	0.0355
0.567	0.063	-0.00227	0.035
0.565	0.068	-0.00367	0.0364
0.564	0.072	-0.00327	0.036
0.562	0.077	-0.00137	0.0341
0.56	0.082	0.00043	0.0322
0.559	0.086	0.00103	0.0316
0.557	0.091	0.00243	0.0302
0.555	0.096	0.00523	0.0274
0.554	0.101	0.00823	0.0244
0.552	0.105	0.01013	0.0225
0.55	0.11	0.01153	0.0211
0.549	0.115	0.01233	0.0203
0.547	0.12	0.01193	0.0199
0.545	0.124	0.01223	0.0196
0.544	0.129	0.01393	0.0179
0.542	0.134	0.01633	0.0155
0.54	0.138	0.01563	0.0162
0.539	0.143	0.01743	0.0144
0.537	0.148	0.02103	0.0108
0.535	0.152	0.02333	0.0085
0.534	0.157	0.02473	0.0061
0.532	0.162	0.02603	0.0048
0.53	0.167	0.02703	0.0038
0.528	0.171	0.02772	0.0031
0.527	0.176	0.02843	0.0024
0.525	0.181	0.02862	0.0022
0.523	0.185	0.02883	0.002
0.522	0.19	0.02902	0.0018
0.52	0.195	0.02873	0.003
0.518	0.2	0.02883	0.0029
0.517	0.204	0.02883	0.0029
0.515	0.209	0.02883	0.0029
0.513	0.214	0.02883	0.0029
0.512	0.218	0.02862	0.0031
0.51	0.223	0.02803	0.0037
0.508	0.228	0.02763	0.0041
0.507	0.232	0.02623	0.0048
0.505	0.237	0.02623	0.0048
0.503	0.242	0.02623	0.0048
0.79	0.034	-0.05347	0.09029
0.788	0.039	-0.05347	0.09029
0.786	0.044	-0.05347	0.09029
0.784	0.048	-0.05187	0.08869
0.782	0.053	-0.05037	0.08719
0.78	0.057	-0.04887	0.08569
0.777	0.062	-0.04657	0.08339
0.775	0.066	-0.04487	0.0817
0.773	0.071	-0.04327	0.0801
0.771	0.076	-0.04177	0.0786
0.769	0.08	-0.04057	0.0772
0.767	0.085	-0.03947	0.0761
0.765	0.089	-0.03937	0.076
0.763	0.094	-0.04007	0.0767
0.761	0.098	-0.03977	0.0764
0.759	0.103	-0.03817	0.0748
0.757	0.107	-0.03507	0.0717
0.755	0.112	-0.03037	0.067
0.753	0.116	-0.02677	0.0622
0.751	0.121	-0.02317	0.0586
0.749	0.126	-0.02087	0.0563
0.747	0.13	-0.02107	0.0565
0.745	0.135	-0.02117	0.0566
0.743	0.139	-0.02027	0.0557
0.741	0.144	-0.01867	0.0541
0.738	0.149	-0.01597	0.0514
0.737	0.153	-0.01267	0.0483
0.734	0.158	-0.00877	0.0444
0.732	0.162	-0.00487	0.0405
0.73	0.167	-0.00267	0.0383
0.728	0.171	-0.00197	0.0376
0.726	0.176	-0.00067	0.0363
0.724	0.18	0.00153	0.0341
0.722	0.185	0.00353	0.0321
0.72	0.19	0.00513	0.0283
0.718	0.194	0.00633	0.0271
0.716	0.199	0.00693	0.0265
0.714	0.203	0.00703	0.0264
0.712	0.208	0.00713	0.0263
0.71	0.212	0.00793	0.0255
0.708	0.217	0.01033	0.0231
0.706	0.221	0.01323	0.0202
0.704	0.226	0.01363	0.0204
0.702	0.231	0.01473	0.0193
0.7	0.235	0.01553	0.0185
0.698	0.24	0.01663	0.0174
0.696	0.244	0.01803	0.016
0.693	0.249	0.01873	0.0153
0.691	0.253	0.01953	0.0145
0.689	0.258	0.01813	0.0159
0.687	0.262	0.01513	0.0172
0.685	0.267	0.01383	0.0185
0.683	0.272	0.01283	0.0195
0.681	0.276	0.01313	0.0192
0.679	0.281	0.01263	0.0197
0.677	0.285	0.01213	0.0202
0.675	0.29	0.01053	0.0218
0.673	0.294	0.00763	0.0247
0.671	0.299	0.00603	0.0267
0.669	0.304	0.00603	0.0267
0.667	0.308	0.00603	0.0267
0.967	0.12	-0.01877	0.0556
0.964	0.125	-0.01877	0.0556
0.962	0.129	-0.01877	0.0556
0.96	0.133	-0.02027	0.0571
0.957	0.138	-0.02207	0.0589
0.955	0.142	-0.02357	0.0604
0.953	0.147	-0.02447	0.0613
0.951	0.151	-0.02517	0.062
0.948	0.156	-0.02567	0.0625
0.946	0.16	-0.02607	0.0629
0.944	0.165	-0.02627	0.0629
0.941	0.169	-0.02547	0.0621
0.939	0.173	-0.02497	0.0616
0.937	0.178	-0.02447	0.0611
0.934	0.182	-0.02377	0.0604
0.932	0.187	-0.02277	0.0594
0.93	0.191	-0.02197	0.0586
0.928	0.196	-0.02047	0.0571
0.925	0.2	-0.01877	0.0542
0.923	0.205	-0.01667	0.0521
0.921	0.209	-0.01367	0.0491
0.919	0.213	-0.01017	0.0456
0.916	0.218	-0.00707	0.0425
0.914	0.222	-0.00417	0.0396
0.912	0.227	-0.00177	0.0372
0.909	0.231	0.00043	0.035
0.907	0.236	0.00263	0.033
0.905	0.24	0.00393	0.0317
0.902	0.245	0.00503	0.0306
0.9	0.249	0.00583	0.0298
0.898	0.254	0.00643	0.0292
0.896	0.258	0.00663	0.029
0.893	0.262	0.00673	0.0289
0.891	0.267	0.00663	0.029
0.889	0.271	0.00713	0.0263
0.887	0.276	0.00693	0.0265
0.884	0.28	0.00743	0.026
0.882	0.285	0.00813	0.0253
0.88	0.289	0.00933	0.0241
0.877	0.294	0.01053	0.0229
0.875	0.298	0.01183	0.0216
0.873	0.302	0.01253	0.0209
0.87	0.307	0.01223	0.0218
0.868	0.311	0.00923	0.0248
0.866	0.316	0.00533	0.0287
0.864	0.32	0.00073	0.0333
0.861	0.325	0.00053	0.0335
0.859	0.329	0.00253	0.0315
0.857	0.334	0.00563	0.0284
0.854	0.338	0.00863	0.0254
0.852	0.342	0.00933	0.023
0.85	0.347	0.00983	0.0225
0.848	0.351	0.00943	0.0229
0.845	0.356	0.00843	0.0239
0.843	0.36	0.00743	0.0249
0.841	0.365	0.00653	0.0258
0.838	0.369	0.00593	0.0264
0.836	0.373	0.00593	0.0264
0.834	0.378	0.00573	0.027
0.831	0.382	0.00573	0.027
0.829	0.387	0.00573	0.027
1.136	0.21	-0.01547	0.0463
1.134	0.215	-0.01547	0.0463
1.131	0.219	-0.01547	0.0463
1.129	0.224	-0.01617	0.047
1.126	0.228	-0.01487	0.0457
1.124	0.232	-0.01167	0.0425
1.122	0.237	-0.01047	0.0413
1.119	0.241	-0.00937	0.0402
1.117	0.246	-0.00817	0.039
1.115	0.25	-0.00697	0.0378
1.112	0.254	-0.00577	0.037
1.11	0.259	-0.00457	0.0358
1.107	0.263	-0.00327	0.0345
1.105	0.268	-0.00247	0.0337
1.102	0.272	-0.00137	0.0326
1.1	0.276	0.00003	0.0312
1.098	0.281	0.00093	0.0303
1.095	0.285	0.00203	0.0292
1.093	0.29	0.00293	0.0298
1.091	0.294	0.00373	0.029
1.088	0.298	0.00453	0.0282
1.086	0.303	0.00563	0.0271
1.083	0.307	0.00623	0.0265
1.081	0.311	0.00753	0.0252
1.079	0.316	0.00853	0.0242
1.076	0.32	0.00933	0.0234
1.074	0.325	0.01023	0.0221
1.071	0.329	0.01123	0.0211
1.069	0.333	0.01223	0.0201
1.067	0.338	0.01303	0.0193
1.064	0.342	0.01383	0.0185
1.062	0.347	0.01433	0.018
1.059	0.351	0.01463	0.0177
1.057	0.355	0.01503	0.0173
1.055	0.36	0.01473	0.0174
1.052	0.364	0.01473	0.0174
1.05	0.368	0.01423	0.0179
1.048	0.373	0.01353	0.0186
1.045	0.377	0.01283	0.0193
1.043	0.382	0.01253	0.0196
1.04	0.386	0.01253	0.0196
1.038	0.39	0.01233	0.0198
1.036	0.395	0.01003	0.0229
1.033	0.399	0.00613	0.0268
1.031	0.404	0.00373	0.0292
1.028	0.408	0.00033	0.0326
1.026	0.412	-0.00337	0.0363
1.024	0.417	-0.00547	0.0384
1.021	0.421	-0.00587	0.0388
1.019	0.426	-0.00527	0.0382
1.016	0.43	-0.00387	0.0369
1.014	0.434	-0.00227	0.0353
1.012	0.439	-0.00027	0.0333
1.009	0.443	0.00263	0.0304
1.007	0.447	0.00453	0.0285
1.004	0.452	0.00293	0.0301
1.002	0.456	0.00073	0.0323
1	0.461	-0.00037	0.0334
0.997	0.465	-0.00077	0.0341
0.995	0.47	-0.00077	0.0341
0.993	0.474	-0.00077	0.0341
1.301	0.3	-0.01377	0.0446
1.298	0.304	-0.01377	0.0446
1.296	0.309	-0.01377	0.0446
1.293	0.313	-0.01257	0.0434
1.291	0.318	-0.01107	0.0419
1.289	0.322	-0.00907	0.0399
1.286	0.326	-0.00667	0.0375
1.284	0.331	-0.00497	0.0358
1.282	0.335	-0.00377	0.0346
1.279	0.34	-0.00397	0.0348
1.277	0.344	-0.00327	0.0345
1.275	0.348	-0.00287	0.0341
1.272	0.353	-0.00227	0.0335
1.27	0.357	-0.00037	0.0316
1.268	0.362	0.00243	0.0288
1.265	0.366	0.00453	0.0267
1.263	0.37	0.00583	0.0254
1.26	0.375	0.00633	0.0249
1.258	0.379	0.00673	0.026
1.256	0.384	0.00743	0.0253
1.253	0.388	0.00843	0.0243
1.251	0.393	0.00923	0.0235
1.249	0.397	0.01033	0.0224
1.246	0.401	0.00893	0.0238
1.244	0.406	0.00803	0.0247
1.242	0.41	0.00753	0.0252
1.239	0.414	0.00553	0.0268
1.237	0.419	0.00423	0.0281
1.235	0.423	0.00353	0.0288
1.232	0.428	0.00403	0.0283
1.23	0.432	0.00593	0.0264
1.227	0.437	0.00863	0.0237
1.225	0.441	0.00883	0.0235
1.223	0.445	0.00693	0.0254
1.22	0.45	0.00553	0.0266
1.218	0.454	0.00463	0.0275
1.216	0.459	0.00543	0.0267
1.213	0.463	0.00623	0.0259
1.211	0.467	0.00773	0.0244
1.209	0.472	0.00933	0.0228
1.206	0.476	0.00993	0.0222
1.204	0.481	0.00883	0.0233
1.202	0.485	0.00733	0.0256
1.199	0.49	0.00543	0.0275
1.197	0.494	0.00413	0.0288
1.194	0.498	0.00313	0.0298
1.192	0.503	0.00213	0.0308
1.19	0.507	0.00153	0.0314
1.187	0.511	0.00073	0.0322
1.185	0.516	-0.00027	0.0332
1.183	0.52	-0.00147	0.0345
1.18	0.525	-0.00167	0.0347
1.178	0.529	-0.00057	0.0336
1.176	0.534	0.00123	0.0318
1.173	0.538	0.00103	0.032
1.171	0.542	-0.00027	0.0333
1.169	0.547	-0.00237	0.0354
1.166	0.551	-0.00407	0.0371
1.164	0.556	-0.00527	0.0386
1.161	0.56	-0.00527	0.0386
1.159	0.564	-0.00527	0.0386
1.463	0.383	-0.00007	0.0342
1.461	0.388	-0.00007	0.0342
1.459	0.392	-0.00007	0.0342
1.457	0.397	-0.00167	0.0358
1.454	0.401	-0.00297	0.0371
1.452	0.406	-0.00377	0.0379
1.45	0.41	-0.00427	0.0384
1.448	0.415	-0.00437	0.0385
1.446	0.419	-0.00427	0.0384
1.444	0.424	-0.00427	0.0384
1.441	0.428	-0.00387	0.0382
1.439	0.433	-0.00367	0.038
1.437	0.437	-0.00337	0.0377
1.435	0.442	-0.00287	0.0372
1.433	0.446	-0.00197	0.0363
1.43	0.451	-0.00077	0.0351
1.428	0.455	0.00033	0.034
1.426	0.46	0.00153	0.0328
1.424	0.464	0.00283	0.0308
1.422	0.469	0.00363	0.03
1.419	0.473	0.00383	0.0298
1.417	0.478	0.00363	0.03
1.415	0.482	0.00303	0.0306
1.413	0.487	0.00283	0.0308
1.411	0.491	0.00393	0.0297
1.408	0.496	0.00363	0.03
1.406	0.5	0.00303	0.0297
1.404	0.505	0.00253	0.0302
1.402	0.509	0.00223	0.0305
1.4	0.514	0.00253	0.0302
1.398	0.518	0.00383	0.0289
1.395	0.523	0.00563	0.0271
1.393	0.527	0.00543	0.0273
1.391	0.532	0.00523	0.0275
1.389	0.536	0.00343	0.0313
1.387	0.541	0.00243	0.0323
1.384	0.545	0.00203	0.0327
1.382	0.55	0.00163	0.0331
1.38	0.554	0.00173	0.033
1.378	0.559	0.00223	0.0325
1.376	0.563	0.00293	0.0318
1.373	0.568	0.00403	0.0307
1.371	0.572	0.00413	0.0305
1.369	0.577	0.00393	0.0307
1.367	0.581	0.00373	0.0309
1.365	0.586	0.00313	0.0315
1.363	0.59	0.00203	0.0326
1.36	0.595	0.00143	0.0332
1.358	0.599	0.00133	0.0333
1.356	0.604	0.00113	0.0335
1.354	0.608	0.00073	0.0334
1.352	0.613	0.00033	0.0338
1.349	0.617	-0.00017	0.0343
1.347	0.622	-0.00067	0.0348
1.345	0.626	-0.00147	0.0356
1.343	0.631	-0.00297	0.0371
1.341	0.635	-0.00507	0.0392
1.339	0.64	-0.00647	0.0406
1.336	0.644	-0.00837	0.0431
1.334	0.649	-0.00837	0.0431
1.332	0.653	-0.00837	0.0431
1.626	0.456	0.00613	0.028
1.624	0.461	0.00613	0.028
1.622	0.465	0.00613	0.028
1.62	0.47	0.00443	0.0297
1.618	0.475	0.00353	0.0306
1.617	0.479	0.00243	0.0317
1.615	0.484	0.00223	0.0319
1.613	0.489	0.00223	0.0319
1.611	0.493	0.00223	0.0319
1.609	0.498	0.00283	0.0313
1.607	0.503	0.00383	0.0305
1.605	0.507	0.00463	0.0297
1.603	0.512	0.00573	0.0286
1.602	0.516	0.00603	0.0283
1.6	0.521	0.00683	0.0275
1.598	0.526	0.00743	0.0269
1.596	0.53	0.00793	0.0264
1.594	0.535	0.00823	0.0261
1.592	0.54	0.00833	0.0253
1.59	0.544	0.00813	0.0255
1.588	0.549	0.00783	0.0258
1.587	0.554	0.00703	0.0266
1.585	0.558	0.00603	0.0276
1.583	0.563	0.00573	0.0279
1.581	0.567	0.00423	0.0294
1.579	0.572	0.00323	0.0304
1.577	0.577	0.00373	0.029
1.575	0.581	0.00403	0.0287
1.573	0.586	0.00353	0.0292
1.571	0.591	0.00333	0.0294
1.569	0.595	0.00293	0.0298
1.568	0.6	0.00273	0.03
1.566	0.605	0.00333	0.0294
1.564	0.609	0.00423	0.0285
1.562	0.614	0.00463	0.0301
1.56	0.618	0.00473	0.03
1.558	0.623	0.00483	0.0299
1.556	0.628	0.00493	0.0298
1.554	0.632	0.00483	0.0299
1.553	0.637	0.00483	0.0299
1.551	0.642	0.00493	0.0298
1.549	0.646	0.00503	0.0297
1.547	0.651	0.00473	0.0299
1.545	0.656	0.00443	0.0302
1.543	0.66	0.00463	0.03
1.541	0.665	0.00423	0.0304
1.539	0.669	0.00383	0.0308
1.538	0.674	0.00323	0.0314
1.536	0.679	0.00253	0.0321
1.534	0.683	0.00133	0.0333
1.532	0.688	0.00023	0.0339
1.53	0.693	-0.00077	0.0349
1.528	0.697	-0.00247	0.0366
1.526	0.702	-0.00427	0.0384
1.524	0.707	-0.00627	0.0404
1.523	0.711	-0.00867	0.0428
1.521	0.716	-0.01037	0.0445
1.519	0.72	-0.01197	0.0461
1.517	0.725	-0.01267	0.0474
1.515	0.73	-0.01267	0.0474
1.513	0.734	-0.01267	0.0474
1.791	0.515	0.01423	0.019
1.789	0.52	0.01423	0.019
1.788	0.524	0.01423	0.019
1.786	0.529	0.01273	0.0205
1.785	0.534	0.01163	0.0216
1.783	0.539	0.01083	0.0224
1.782	0.544	0.00993	0.0233
1.78	0.548	0.00963	0.0236
1.779	0.553	0.00923	0.024
1.778	0.558	0.00903	0.0242
1.776	0.563	0.00853	0.0213
1.775	0.567	0.00813	0.0217
1.773	0.572	0.00803	0.0218
1.772	0.577	0.00753	0.0223
1.77	0.582	0.00613	0.0237
1.769	0.587	0.00473	0.0251
1.767	0.591	0.00533	0.0245
1.766	0.596	0.00713	0.0227
1.765	0.601	0.00773	0.0255
1.763	0.606	0.00803	0.0252
1.762	0.61	0.00793	0.0253
1.76	0.615	0.00783	0.0254
1.759	0.62	0.00783	0.0254
1.757	0.625	0.00763	0.0256
1.756	0.63	0.00723	0.026
1.754	0.634	0.00713	0.0261
1.753	0.639	0.00713	0.0268
1.751	0.644	0.00703	0.0269
1.75	0.649	0.00683	0.0271
1.749	0.654	0.00663	0.0273
1.747	0.658	0.00563	0.0283
1.746	0.663	0.00493	0.029
1.744	0.668	0.00413	0.0298
1.743	0.673	0.00383	0.0301
1.741	0.677	0.00373	0.0285
1.74	0.682	0.00443	0.0278
1.738	0.687	0.00543	0.0268
1.737	0.692	0.00693	0.0253
1.735	0.697	0.00773	0.0245
1.734	0.701	0.00803	0.0242
1.733	0.706	0.00833	0.0239
1.731	0.711	0.00903	0.0232
1.73	0.716	0.00833	0.0253
1.728	0.72	0.00663	0.027
1.727	0.725	0.00473	0.0289
1.725	0.73	0.00223	0.0314
1.724	0.735	0.00023	0.0334
1.722	0.74	-0.00147	0.0351
1.721	0.745	-0.00267	0.0363
1.72	0.749	-0.00427	0.0379
1.718	0.754	-0.00537	0.0398
1.717	0.759	-0.00697	0.0414
1.715	0.764	-0.00867	0.0431
1.714	0.768	-0.01077	0.0452
1.712	0.773	-0.01327	0.0477
1.711	0.778	-0.01537	0.0498
1.709	0.783	-0.01697	0.0514
1.708	0.788	-0.01747	0.0519
1.707	0.792	-0.01807	0.051
1.705	0.797	-0.01807	0.051
1.704	0.802	-0.01807	0.051
1.958	0.556	0.01903	0.0142
1.957	0.561	0.01903	0.0142
1.956	0.565	0.01903	0.0142
1.955	0.57	0.01803	0.0152
1.954	0.575	0.01793	0.0153
1.953	0.58	0.01833	0.0149
1.952	0.585	0.01823	0.015
1.951	0.59	0.01803	0.0152
1.95	0.595	0.01723	0.016
1.949	0.6	0.01653	0.0167
1.948	0.605	0.01613	0.0137
1.947	0.61	0.01533	0.0145
1.947	0.615	0.01433	0.0155
1.946	0.62	0.01373	0.0161
1.945	0.625	0.01273	0.0171
1.944	0.629	0.01103	0.0188
1.943	0.634	0.00863	0.0212
1.942	0.639	0.00643	0.0234
1.941	0.644	0.00623	0.027
1.94	0.649	0.00533	0.0279
1.939	0.654	0.00583	0.0274
1.938	0.659	0.00623	0.027
1.937	0.664	0.00633	0.0269
1.936	0.669	0.00633	0.0269
1.936	0.674	0.00683	0.0264
1.935	0.679	0.00703	0.0262
1.934	0.684	0.00723	0.0267
1.933	0.688	0.00713	0.0268
1.932	0.693	0.00683	0.0271
1.931	0.698	0.00723	0.0267
1.93	0.703	0.00783	0.0261
1.929	0.708	0.00803	0.0259
1.928	0.713	0.00853	0.0254
1.927	0.718	0.00823	0.0257
1.926	0.723	0.00793	0.0243
1.926	0.728	0.00823	0.024
1.925	0.733	0.00783	0.0244
1.924	0.738	0.00783	0.0244
1.923	0.743	0.00693	0.0253
1.922	0.747	0.00573	0.0265
1.921	0.752	0.00463	0.0276
1.92	0.757	0.00143	0.0308
1.919	0.762	-0.00047	0.0341
1.918	0.767	-0.00207	0.0357
1.917	0.772	-0.00327	0.0369
1.916	0.777	-0.00427	0.0379
1.915	0.782	-0.00537	0.039
1.914	0.787	-0.00647	0.0401
1.914	0.792	-0.00837	0.042
1.913	0.797	-0.01107	0.0447
1.912	0.802	-0.01367	0.0481
1.911	0.806	-0.01567	0.0501
1.91	0.811	-0.01727	0.0517
1.909	0.816	-0.01937	0.0538
1.908	0.821	-0.02157	0.056
1.907	0.826	-0.02357	0.058
1.906	0.831	-0.02517	0.0596
1.905	0.836	-0.02687	0.0613
1.905	0.841	-0.02817	0.0611
1.903	0.846	-0.02817	0.0611
1.903	0.851	-0.02817	0.0611
2.126	0.577	0.02103	0.011
2.126	0.582	0.02103	0.011
2.126	0.587	0.02103	0.011
2.125	0.592	0.02093	0.0111
2.125	0.597	0.02033	0.0117
2.125	0.602	0.01943	0.0126
2.125	0.607	0.01843	0.0136
2.124	0.612	0.01773	0.0143
2.124	0.617	0.01723	0.0148
2.124	0.622	0.01693	0.0151
2.123	0.627	0.01673	0.0146
2.123	0.632	0.01523	0.0161
2.123	0.637	0.01413	0.0172
2.122	0.642	0.01323	0.0181
2.122	0.647	0.01293	0.0184
2.122	0.652	0.01323	0.0181
2.121	0.657	0.01363	0.0177
2.121	0.662	0.01363	0.0177
2.121	0.667	0.01333	0.0161
2.121	0.672	0.01263	0.0168
2.12	0.677	0.01223	0.0172
2.12	0.682	0.01333	0.0161
2.119	0.687	0.01363	0.0158
2.119	0.692	0.01333	0.0161
2.119	0.697	0.01353	0.0159
2.119	0.702	0.01353	0.0159
2.118	0.707	0.01373	0.0129
2.118	0.712	0.01343	0.0132
2.118	0.717	0.01323	0.0134
2.117	0.722	0.01343	0.0132
2.117	0.727	0.01343	0.0132
2.117	0.732	0.01263	0.014
2.116	0.737	0.01243	0.0142
2.116	0.741	0.01183	0.0148
2.116	0.746	0.01093	0.0221
2.115	0.751	0.01003	0.023
2.115	0.756	0.00863	0.0244
2.115	0.761	0.00783	0.0252
2.115	0.766	0.00553	0.0275
2.114	0.771	0.00273	0.0303
2.114	0.776	-0.00007	0.0331
2.114	0.781	-0.00117	0.0342
2.113	0.786	-0.00237	0.0342
2.113	0.791	-0.00457	0.0364
2.113	0.796	-0.00667	0.0385
2.112	0.801	-0.00887	0.0407
2.112	0.806	-0.01127	0.0431
2.112	0.811	-0.01387	0.0457
2.111	0.816	-0.01687	0.0487
2.111	0.821	-0.02047	0.0523
2.111	0.826	-0.02327	0.0555
2.11	0.831	-0.02627	0.0585
2.11	0.836	-0.02797	0.0602
2.11	0.841	-0.02987	0.0621
2.109	0.846	-0.03127	0.0635
2.109	0.851	-0.03337	0.0656
2.109	0.856	-0.03507	0.0673
2.109	0.861	-0.03617	0.0684
2.108	0.866	-0.03727	0.072
2.108	0.871	-0.03727	0.072
2.108	0.876	-0.03727	0.072
2.296	0.577	0.02533	0.0067
2.296	0.582	0.02533	0.0067
2.297	0.587	0.02533	0.0067
2.297	0.592	0.02493	0.0071
2.297	0.597	0.02443	0.0076
2.298	0.602	0.02363	0.0084
2.298	0.607	0.02293	0.0091
2.298	0.612	0.02233	0.0097
2.299	0.617	0.02213	0.0099
2.299	0.622	0.02153	0.0105
2.299	0.627	0.02153	0.0098
2.299	0.632	0.02083	0.0105
2.3	0.637	0.02043	0.0109
2.3	0.642	0.02003	0.0113
2.3	0.647	0.01903	0.0123
2.301	0.652	0.01923	0.0121
2.301	0.657	0.02003	0.0113
2.301	0.662	0.01983	0.0115
2.302	0.667	0.01923	0.0102
2.302	0.672	0.01913	0.0103
2.302	0.677	0.01853	0.0109
2.303	0.682	0.01823	0.0112
2.303	0.687	0.01793	0.0115
2.303	0.692	0.01743	0.012
2.303	0.697	0.01713	0.0123
2.304	0.702	0.01563	0.0138
2.304	0.707	0.01483	0.0118
2.305	0.712	0.01443	0.0122
2.305	0.717	0.01453	0.0121
2.305	0.722	0.01393	0.0127
2.305	0.727	0.01403	0.0126
2.306	0.732	0.01383	0.0128
2.306	0.737	0.01333	0.0133
2.306	0.741	0.01093	0.0157
2.307	0.746	0.00793	0.0251
2.307	0.751	0.00513	0.0279
2.307	0.756	0.00343	0.0296
2.308	0.761	0.00003	0.033
2.308	0.766	-0.00307	0.0361
2.308	0.771	-0.00437	0.0374
2.309	0.776	-0.00217	0.0352
2.309	0.781	-0.00257	0.0356
2.309	0.786	-0.00477	0.0366
2.309	0.791	-0.00867	0.0405
2.31	0.796	-0.01287	0.0447
2.31	0.801	-0.01617	0.048
2.31	0.806	-0.01887	0.0507
2.311	0.811	-0.02187	0.0537
2.311	0.816	-0.02457	0.0564
2.311	0.821	-0.02737	0.0592
2.312	0.826	-0.03027	0.0625
2.312	0.831	-0.03297	0.0652
2.312	0.836	-0.03537	0.0676
2.313	0.841	-0.03747	0.0697
2.313	0.846	-0.03917	0.0714
2.313	0.851	-0.04097	0.0732
2.313	0.856	-0.04227	0.0745
2.314	0.861	-0.04327	0.0755
2.314	0.866	-0.04447	0.0792
2.315	0.871	-0.04447	0.0792
2.315	0.876	-0.04447	0.0792
2.465	0.556	0.02763	0.0044
2.466	0.561	0.02763	0.0044
2.467	0.565	0.02763	0.0044
2.468	0.57	0.02793	0.0041
2.468	0.575	0.02793	0.0041
2.469	0.58	0.02753	0.0045
2.47	0.585	0.02683	0.0052
2.471	0.59	0.02633	0.0057
2.472	0.595	0.02573	0.0063
2.473	0.6	0.02513	0.0069
2.474	0.605	0.02453	0.0074
2.475	0.61	0.02433	0.0076
2.476	0.615	0.02373	0.0082
2.477	0.62	0.02353	0.0084
2.478	0.625	0.02343	0.0085
2.479	0.629	0.02293	0.009
2.48	0.634	0.02303	0.0089
2.48	0.639	0.02243	0.0095
2.481	0.644	0.02213	0.01
2.482	0.649	0.02183	0.0103
2.483	0.654	0.02143	0.0107
2.484	0.659	0.02123	0.0109
2.485	0.664	0.02173	0.0104
2.486	0.669	0.02133	0.0108
2.487	0.674	0.02103	0.0111
2.488	0.679	0.02073	0.0114
2.489	0.684	0.02003	0.0136
2.49	0.688	0.01873	0.0149
2.49	0.693	0.01773	0.0159
2.491	0.698	0.01713	0.0165
2.492	0.703	0.01553	0.0181
2.493	0.708	0.01283	0.0208
2.494	0.713	0.00863	0.025
2.495	0.718	0.00543	0.0282
2.496	0.723	0.00203	0.0314
2.497	0.728	-0.00207	0.0355
2.498	0.733	-0.00437	0.0378
2.499	0.738	-0.00507	0.0385
2.5	0.743	-0.00787	0.0413
2.501	0.747	-0.00797	0.0414
2.501	0.752	-0.00747	0.0409
2.502	0.757	-0.00577	0.0392
2.503	0.762	-0.00617	0.0381
2.504	0.767	-0.00957	0.0415
2.505	0.772	-0.01357	0.0455
2.506	0.777	-0.01817	0.0501
2.507	0.782	-0.02147	0.0534
2.508	0.787	-0.02497	0.0569
2.509	0.792	-0.02757	0.0595
2.51	0.797	-0.03107	0.063
2.511	0.802	-0.03387	0.0658
2.512	0.806	-0.03557	0.0675
