iRIC output t = 7400
71,25
I,J,X,Y,Depth(m),Elevation(m),WaterSurfaceElevation(m),ShearStress(Nm-2),ElevationChange(m),FixedBedElevation(m),Vorticity(s-1),FroudeNumber,ShieldsNumber,CrossSectionalMinBedElev(m),CrossSectionalAveBedElev(m),CrossSectionalAveWaterLevel(m),SuspendedSedimentConcentration,Velocity(ms-1)X,Velocity(ms-1)Y,Velocity(ms-1) (magnitude),BedloadFlux(m2s-1)X,BedloadFlux(m2s-1)Y,BedloadFlux(m2s-1) (magnitude)
55,2,-55378.3867188,-97206.2890625,0.00530530223109,7.82383067226,7.82913597449,0,0,7.82383067226,0,0,0,-1.62209559748,5.63932432582,0.751472806804,0,0,0,0,0,0,0
56,2,-55417.1914062,-97209.7265625,0.00530530223109,7.88979348737,7.8950987896,0,0,7.88979348737,0,0,0,-1.74938747445,5.93286986548,0.757284076705,0,0,0,0,0,0,0
57,2,-55455.2070312,-97211.703125,0.00530530223109,7.97804845799,7.98335376022,0,0,7.97804845799,0,0,0,-1.87244964118,6.03318673283,0.723870352103,0,0,0,0,0,0,0
58,2,-55544.75,-97195.0390625,0.00530530223109,8.11088773965,8.11619304188,0,0,8.11088773965,0,0,0,-1.98891053888,5.74710878588,0.603811651959,0,0,0,0,0,0,0
59,2,-55629.9960938,-97153.4140625,0.00530530223109,8.26601917687,8.2713244791,0,0,8.26601917687,0,0,0,-2.10018492577,5.26813430044,0.805945179583,0,0,0,0,0,0,0
60,2,-55712.765625,-97097.59375,0.00530530223109,8.42115061409,8.42645591632,0,0,8.42115061409,0,0,0,-2.20762547947,4.7895960684,0.618990419812,0,0,0,0,0,0,0
61,2,-55794.8671875,-97038.34375,0.00530530223109,8.53044473988,8.53575004211,0,0,8.53044473988,0,0,0,-2.33225739289,4.44422435496,0.48462043146,0,0,0,0,0,0,0
62,2,-55889.703125,-96977.296875,0.00530530223109,8.54806424285,8.55336954508,0,0,8.54806424285,0,0,0,-2.49489597046,4.36495007005,0.458550150354,0,0,0,0,0,0,0
63,2,-55985.921875,-96924.0859375,0.00530530223109,8.51984643442,8.52515173665,0,0,8.51984643442,0,0,0,-2.67532699965,4.41895201707,0.482729091611,0,0,0,0,0,0,0
64,2,-56083.4023438,-96877,0.00530530223109,8.49162862598,8.49693392821,0,0,8.49162862598,0,0,0,-2.85462088791,4.47308531868,0.609204853694,0,0,0,0,0,0,0
65,2,-56182.0234375,-96834.296875,0.00530530223109,8.46341081755,8.46871611978,0,0,8.46341081755,0,0,0,-3.0345184732,4.52703515347,0.312320569755,0,0,0,0,0,0,0
66,2,-56281.671875,-96794.2578125,0.00530530223109,8.47754022913,8.48284553136,0,0,8.47754022913,0,0,0,-3.0170039595,4.55885247041,0.299026448783,0,0,0,0,0,0,0
67,2,-56439.3945312,-96733.828125,0.00530530223109,8.57636408073,8.58166938296,0,0,8.57636408073,0,0,0,-2.64823076183,4.54661507983,0.251042973702,0,0,0,0,0,0,0
68,2,-56598.890625,-96675.2265625,0.00530530223109,8.71753515235,8.72284045458,0,0,8.71753515235,0,0,0,-2.51617995028,4.51287587861,0.166245631961,0,0,0,0,0,0,0
69,2,-56759.7226562,-96617.984375,0.00530530223109,8.85870622396,8.8640115262,0,0,8.85870622396,0,0,0,-3.11766803376,4.47971963805,0.0198269512267,0,0,0,0,0,0,0
70,2,-56921.4414062,-96561.6484375,0.00265265111555,8.99987729558,9.0025299467,0,0,8.99987729558,0,0,0,-3.71766713815,4.44639016674,-0.292098125317,0,0,0,0,0,0,0
71,2,-57083.6015625,-96505.7734375,0,9.07046283139,9.07046283139,0,0,9.07046283139,0,0,0,-4.01518143815,4.42960653899,-0.566560286063,0,0,0,0,0,0,0
1,3,-51821.578125,-94075.2734375,0.00530530223109,8.28517395023,8.29047925246,0,0,8.28517395023,0,0,0,-2.029756875,3.85167293937,2.34404838989,0,0,0,0,0,0,0
2,3,-51828.0625,-94156.421875,0.00530530223109,8.11676182787,8.1220671301,0,0,8.11676182787,0,0,0,-1.98764992322,3.95400311547,2.31702235626,0,0,0,0,0,0,0
3,3,-51835.1796875,-94237.546875,0.00530530223109,7.77993758315,7.78524288538,0,0,7.77993758315,0,0,0,-1.9028333554,4.15892380007,2.13678081367,0,0,0,0,0,0,0
4,3,-51843.5664062,-94318.625,0.00530530223109,7.44311333842,7.44841864066,0,0,7.44311333842,0,0,0,-1.8279045253,4.3639388392,2.18323451982,0,0,0,0,0,0,0
5,3,-51853.8515625,-94399.6171875,0.00530530223109,7.16476910716,7.17007440939,0,0,7.16476910716,0,0,0,-1.84924307415,4.57144503559,2.22534387916,0,0,0,0,0,0,0
6,3,-51868.4609375,-94490.4296875,0.00530530223109,7.0033849028,7.00869020503,0,0,7.0033849028,0,0,0,-1.84720197988,4.78435864862,2.29946694834,0,0,0,0,0,0,0
7,3,-51887.109375,-94580.46875,0.00530530223109,6.9004807119,6.90578601413,0,0,6.9004807119,0,0,0,-2.02569113965,4.99997213182,2.25794224779,0,0,0,0,0,0,0
8,3,-51910.6328125,-94669.1171875,0.00530530223109,6.797576521,6.80288182323,0,0,6.797576521,0,0,0,-2.21124234124,5.2154085949,2.33363515537,0,0,0,0,0,0,0
9,3,-51939.875,-94755.7265625,0.00530530223109,6.70063441316,6.70593971539,0,0,6.70063441316,0,0,0,-2.36021222477,5.34722625913,2.14896164074,0,0,0,0,0,0,0
10,3,-51980.4609375,-94851.296875,0.00530530223109,6.61561647143,6.62092177366,0,0,6.61561647143,0,0,0,-2.43620056449,5.3121095262,2.10306989873,0,0,0,0,0,0,0
11,3,-52026.6953125,-94944.5859375,0.00530530223109,6.53656061277,6.541865915,0,0,6.53656061277,0,0,0,-2.47583340286,5.19351789153,2.01527805529,0,0,0,0,0,0,0
12,3,-52075.765625,-95036.765625,0.00530530223109,6.4575047541,6.46281005633,0,0,6.4575047541,0,0,0,-2.60043668301,5.07487560116,1.92671882581,0,0,0,0,0,0,0
13,3,-52124.8515625,-95129.0078125,0.00530530223109,6.38120913449,6.38651443672,0,0,6.38120913449,0,0,0,-3.07214878496,4.91149398821,2.15265370072,0,0,0,0,0,0,0
14,3,-52183.7226562,-95246.0390625,0.00530530223109,6.310433993,6.31573929524,0,0,6.310433993,0,0,0,-3.26975226683,4.65873727952,2.20974222072,0,0,0,0,0,0,0
15,3,-52241.8476562,-95363.21875,0.00530530223109,6.24241909057,6.24772439281,0,0,6.24241909057,0,0,0,-3.32996356827,4.36134382421,2.07259435184,0,0,0,0,0,0,0
16,3,-52302.90625,-95478.7578125,0.00530530223109,6.17440418814,6.17970949038,0,0,6.17440418814,0,0,0,-3.39005934243,4.06385704584,1.99797523942,0,0,0,0,0,0,0
17,3,-52370.578125,-95590.875,0.00530530223109,6.13568726422,6.14099256646,0,0,6.13568726422,0,0,0,-3.41515488764,3.81233114174,1.93804550406,0,0,0,0,0,0,0
18,3,-52408.9296875,-95646.2578125,0.00530530223109,6.15556629733,6.16087159956,0,0,6.15556629733,0,0,0,-3.36925446444,3.6529756476,2.08408083916,0,0,0,0,0,0,0
19,3,-52450.2578125,-95699.4296875,0.00530530223109,6.20474330895,6.21004861118,0,0,6.20474330895,0,0,0,-3.28788813532,3.53971688218,2.06772539137,0,0,0,0,0,0,0
20,3,-52494.8398438,-95749.546875,0.00530530223109,6.25392032057,6.2592256228,0,0,6.25392032057,0,0,0,-3.21422711479,3.42649418808,1.86576757227,0,0,0,0,0,0,0
21,3,-52542.9609375,-95795.765625,0.00530530223109,6.29029748071,6.29560278294,0,0,6.29029748071,0,0,0,-3.42563412576,3.30019528992,1.84994461258,0,0,0,0,0,0,0
22,3,-52620.3671875,-95856.03125,0.00530530223109,6.30107493791,6.30638024015,0,0,6.30107493791,0,0,0,-4.03335923084,3.14761671593,1.83573522306,0,0,0,0,0,0,0
23,3,-52703.4101562,-95909.296875,0.00530530223109,6.29905254364,6.30435784588,0,0,6.29905254364,0,0,0,-4.83904328849,2.98180410274,1.82645509644,0,0,0,0,0,0,0
24,3,-52789.4335938,-95958.90625,0.00531057312154,6.29703014937,6.30234072249,0,0,6.29703014937,0,0,0,-5.6443144003,2.81598917898,1.81101663451,0,0,0,0,0,0,0
25,3,-52875.78125,-96008.15625,0.00531057312154,6.3509056048,6.35621617792,0,0,6.3509056048,0,0,0,-6.09293926103,2.69309447357,1.78604774257,0,0,0,0,0,0,0
26,3,-52964.0273438,-96061.9296875,0.00530530223109,6.51657675964,6.52188206187,0,0,6.51657675964,0,0,0,-5.82791856143,2.65622452096,1.74858202658,0,0,0,0,0,0,0
27,3,-53050.7109375,-96117.640625,0.00530530223109,6.73814576417,6.7434510664,0,0,6.73814576417,0,0,0,-5.20417467556,2.66295180853,1.71517332087,0,0,0,0,0,0,0
28,3,-53136.8085938,-96173.9765625,0.00530530223109,6.95971476871,6.96502007094,0,0,6.95971476871,0,0,0,-4.57856739888,2.67008528075,1.71782849046,0,0,0,0,0,0,0
29,3,-53223.296875,-96229.6484375,0.00530530223109,7.18128377324,7.18658907547,0,0,7.18128377324,0,0,0,-4.65700253054,2.67668584631,1.74466210761,0,0,0,0,0,0,0
30,3,-53311.1601562,-96283.3359375,0.00530530223109,7.40913882973,7.41444413196,0,0,7.40913882973,0,0,0,-4.7535491218,2.81651973222,1.77853430331,0,0,0,0,0,0,0
31,3,-53413.9179688,-96341.453125,0.00530530223109,7.64956599011,7.65487129234,0,0,7.64956599011,0,0,0,-4.4513926263,3.22417448489,1.81985769966,0,0,0,0,0,0,0
32,3,-53517.4921875,-96398.328125,0.00530530223109,7.89627920245,7.90158450468,0,0,7.89627920245,0,0,0,-4.36354250758,3.76584393898,1.95237678552,0,0,0,0,0,0,0
33,3,-53619.6289062,-96457.0234375,0.00530530223109,8.14299241478,8.14829771701,0,0,8.14299241478,0,0,0,-4.27576621378,4.3074769729,1.81797778276,0,0,0,0,0,0,0
34,3,-53718.0664062,-96520.578125,0.00530530223109,8.16672822234,8.17203352457,0,0,8.16672822234,0,0,0,-4.12441180887,4.58586761349,1.81276329547,0,0,0,0,0,0,0
35,3,-53809.2695312,-96589.359375,0.00530530223109,7.74450922034,7.74981452257,0,0,7.74450922034,0,0,0,-3.84720984567,4.33765835633,1.84428980782,0,0,0,0,0,0,0
36,3,-53897.2070312,-96662.953125,0.00530530223109,7.09931281356,7.10461811579,0,0,7.09931281356,0,0,0,-3.50564380926,3.82617157509,1.64981540018,0,0,0,0,0,0,0
37,3,-53984.3007812,-96738.609375,0.00530530223109,6.45411640678,6.45942170901,0,0,6.45411640678,0,0,0,-3.16197199046,3.3150047694,1.71433458326,0,0,0,0,0,0,0
38,3,-54072.9648438,-96813.5859375,0.00530530223109,6.02007481598,6.02538011821,0,0,6.02007481598,0,0,0,-3.10624973832,3.01496199146,1.61475341476,0,0,0,0,0,0,0
39,3,-54163.1328125,-96883.421875,0.00530530223109,6.00834285714,6.01364815937,0,0,6.00834285714,0,0,0,-2.90592008567,3.13647135353,1.60474582082,0,0,0,0,0,0,0
40,3,-54257.6054688,-96946.671875,0.00530530223109,6.20776571429,6.21307101652,0,0,6.20776571429,0,0,0,-2.24734430569,3.46868628832,1.59860651991,0,0,0,0,0,0,0
41,3,-54356.8671875,-96999.984375,0.00530530223109,6.40718857143,6.41249387366,0,0,6.40718857143,0,0,0,-1.70595717498,3.80107963174,1.4020149799,0,0,0,0,0,0,0
42,3,-54461.4179688,-97040.0546875,0.00530530223109,6.57999224051,6.58529754274,0,0,6.57999224051,0,0,0,-1.73067890911,4.12367392368,1.39635797021,0,0,0,0,0,0,0
43,3,-54581.4179688,-97067.2578125,0.00530530223109,6.69955753345,6.70486283568,0,0,6.69955753345,0,0,0,-1.70042603603,4.4263287306,1.38617015216,0,0,0,0,0,0,0
44,3,-54704.5585938,-97085.4453125,0.00530530223109,6.79250363834,6.79780894057,0,0,6.79250363834,0,0,0,-1.67283974865,4.71913085494,1.36788918108,0,0,0,0,0,0,0
45,3,-54827.1054688,-97105.359375,0.00530530223109,6.88544974322,6.89075504545,0,0,6.88544974322,0,0,0,-1.73935391191,5.01201173041,1.34054950813,0,0,0,0,0,0,0
46,3,-54945.3203125,-97137.734375,0.00530530223109,6.9783958481,6.98370115033,0,0,6.9783958481,0,0,0,-1.80471704562,5.30501540659,1.11976453049,0,0,0,0,0,0,0
47,3,-55055.4570312,-97193.3203125,0.00530530223109,7.03589826005,7.04120356228,0,0,7.03589826005,0,0,0,-1.79981528411,5.52418858908,1.07965121539,0,0,0,0,0,0,0
48,3,-55099.3515625,-97225.125,0.00530530223109,7.02251328612,7.02781858835,0,0,7.02251328612,0,0,0,-1.65590524526,5.59544244642,1.28536472461,0,0,0,0,0,0,0
49,3,-55143.296875,-97254.84375,0.00530530223109,6.97368461925,6.97898992148,0,0,6.97368461925,0,0,0,-1.44259637642,5.5926831133,1.2535087751,0,0,0,0,0,0,0
50,3,-55189.4726562,-97274.28125,0.00530530223109,6.85457156403,6.85987686626,0,0,6.85457156403,0,0,0,-1.29869454593,5.57533293255,1.2280407457,0,0,0,0,0,0,0
51,3,-55226.9453125,-97278.375,0.00530530223109,6.59488973212,6.60019503435,0,0,6.59488973212,0,0,0,-1.29347778171,5.52898199039,1.19845888492,0,0,0,0,0,0,0
52,3,-55266.21875,-97275.7890625,0.00530530223109,6.26492351187,6.2702288141,0,0,6.26492351187,0,0,0,-1.35972872417,5.46795127224,1.16294945424,0,0,0,0,0,0,0
53,3,-55306.5507812,-97270.4453125,0.00530530223109,5.93495729165,5.94026259388,0,0,5.93495729165,0,0,0,-1.42756027625,5.40676319632,1.12173231726,0,0,0,0,0,0,0
54,3,-55347.21875,-97266.265625,0.00530530223109,5.71059751619,5.71590281842,0,0,5.71059751619,0,0,0,-1.50979254743,5.43435595263,1.09830008535,0,0,0,0,0,0,0
55,3,-55395.3359375,-97266.3125,0.00530530223109,5.69745063025,5.70275593248,0,0,5.69745063025,0,0,0,-1.62209559748,5.63932432582,0.751472806804,0,0,0,0,0,0,0
56,3,-55442.5703125,-97268.6484375,0.00530530223109,5.78991018906,5.79521549129,0,0,5.78991018906,0,0,0,-1.74938747445,5.93286986548,0.757284076705,0,0,0,0,0,0,0
57,3,-55488.6210938,-97268.3125,0.00530530223109,5.93759289819,5.94289820042,0,0,5.93759289819,0,0,0,-1.87244964118,6.03318673283,0.723870352103,0,0,0,0,0,0,0
58,3,-55579.1796875,-97246.9296875,0.00530530223109,6.19572190798,6.20102721021,0,0,6.19572190798,0,0,0,-1.98891053888,5.74710878588,0.603811651959,0,0,0,0,0,0,0
59,3,-55665.3164062,-97203.015625,0.00530530223109,6.50907406809,6.51437937032,0,0,6.50907406809,0,0,0,-2.10018492577,5.26813430044,0.805945179583,0,0,0,0,0,0,0
60,3,-55748.9453125,-97146.375,0.00530530223109,6.82242622818,6.82773153041,0,0,6.82242622818,0,0,0,-2.20762547947,4.7895960684,0.618990419812,0,0,0,0,0,0,0
61,3,-55831.9960938,-97086.8359375,0.00530530223109,7.03591803978,7.04122334201,0,0,7.03591803978,0,0,0,-2.33225739289,4.44422435496,0.48462043146,0,0,0,0,0,0,0
62,3,-55926.0664062,-97026.3671875,0.00530530223109,7.04968915439,7.05499445662,0,0,7.04968915439,0,0,0,-2.49489597046,4.36495007005,0.458550150354,0,0,0,0,0,0,0
63,3,-56021.671875,-96973.078125,0.00530530223109,6.9635999205,6.96890522274,0,0,6.9635999205,0,0,0,-2.67532699965,4.41895201707,0.482729091611,0,0,0,0,0,0,0
64,3,-56118.6757812,-96925.5078125,0.00530530223109,6.87751068662,6.88281598885,0,0,6.87751068662,0,0,0,-2.85462088791,4.47308531868,0.609204853694,0,0,0,0,0,0,0
65,3,-56216.9414062,-96882.203125,0.00530530223109,6.79142145273,6.79672675496,0,0,6.79142145273,0,0,0,-3.0345184732,4.52703515347,0.312320569755,0,0,0,0,0,0,0
66,3,-56316.3203125,-96841.6953125,0.00530530223109,6.79735654152,6.80266184375,0,0,6.79735654152,0,0,0,-3.0170039595,4.55885247041,0.299026448783,0,0,0,0,0,0,0
67,3,-56467.9960938,-96783.421875,0.00530530223109,6.98734027566,6.99264557789,0,0,6.98734027566,0,0,0,-2.64823076183,4.54661507983,0.251042973702,0,0,0,0,0,0,0
68,3,-56621.4492188,-96727.59375,0.00530530223109,7.26934833248,7.27465363471,0,0,7.26934833248,0,0,0,-2.51617995028,4.51287587861,0.166245631961,0,0,0,0,0,0,0
69,3,-56776.2382812,-96673.6015625,0.00530530223109,7.55135638929,7.55666169152,0,0,7.55135638929,0,0,0,-3.11766803376,4.47971963805,0.0198269512267,0,0,0,0,0,0,0
70,3,-56931.9140625,-96620.8359375,0.00265265111555,7.83336444611,7.83601709722,0,0,7.83336444611,0,0,0,-3.71766713815,4.44639016674,-0.292098125317,0,0,0,0,0,0,0
71,3,-57088.0351562,-96568.6796875,0,7.97436847452,7.97436847452,0,0,7.97436847452,0,0,0,-4.01518143815,4.42960653899,-0.566560286063,0,0,0,0,0,0,0
1,4,-51775.2929688,-94067.1328125,0.00530530223109,8.39720200226,8.40250730449,0,0,8.39720200226,0,0,0,-2.029756875,3.85167293937,2.34404838989,0,0,0,0,0,0,0
2,4,-51781.1875,-94152.078125,0.00530530223109,8.18984474343,8.19515004566,0,0,8.18984474343,0,0,0,-1.98764992322,3.95400311547,2.31702235626,0,0,0,0,0,0,0
3,4,-51787.7109375,-94237.015625,0.00530530223109,7.77513022578,7.78043552801,0,0,7.77513022578,0,0,0,-1.9028333554,4.15892380007,2.13678081367,0,0,0,0,0,0,0
4,4,-51795.4921875,-94321.9296875,0.00530530223109,7.36041570813,7.36572101036,0,0,7.36041570813,0,0,0,-1.8279045253,4.3639388392,2.18323451982,0,0,0,0,0,0,0
5,4,-51805.1523438,-94406.8203125,0.00530530223109,7.01267036677,7.017975669,0,0,7.01267036677,0,0,0,-1.84924307415,4.57144503559,2.22534387916,0,0,0,0,0,0,0
6,4,-51818.8242188,-94500.59375,0.00530530223109,6.798863378,6.80416868023,0,0,6.798863378,0,0,0,-1.84720197988,4.78435864862,2.29946694834,0,0,0,0,0,0,0
7,4,-51836.5820312,-94593.6484375,0.00530530223109,6.65202556552,6.65733086775,0,0,6.65202556552,0,0,0,-2.02569113965,4.99997213182,2.25794224779,0,0,0,0,0,0,0
8,4,-51859.4375,-94685.296875,0.00530530223109,6.50518775304,6.51049305527,0,0,6.50518775304,0,0,0,-2.21124234124,5.2154085949,2.33363515537,0,0,0,0,0,0,0
9,4,-51888.4023438,-94774.859375,0.00530530223109,6.41306809125,6.41837339348,0,0,6.41306809125,0,0,0,-2.36021222477,5.34722625913,2.14896164074,0,0,0,0,0,0,0
10,4,-51929.03125,-94873.234375,0.00530530223109,6.43038473082,6.43569003306,0,0,6.43038473082,0,0,0,-2.43620056449,5.3121095262,2.10306989873,0,0,0,0,0,0,0
11,4,-51975.484375,-94969.375,0.00530530223109,6.50241952109,6.50772482332,0,0,6.50241952109,0,0,0,-2.47583340286,5.19351789153,2.01527805529,0,0,0,0,0,0,0
12,4,-52024.4648438,-95064.5546875,0.00530530223109,6.57445431135,6.57975961359,0,0,6.57445431135,0,0,0,-2.60043668301,5.07487560116,1.92671882581,0,0,0,0,0,0,0
13,4,-52072.6796875,-95160.0859375,0.00530530223109,6.5955982727,6.60090357493,0,0,6.5955982727,0,0,0,-3.07214878496,4.91149398821,2.15265370072,0,0,0,0,0,0,0
14,4,-52127.1484375,-95277.8046875,0.00530530223109,6.51496057621,6.52026587845,0,0,6.51496057621,0,0,0,-3.26975226683,4.65873727952,2.20974222072,0,0,0,0,0,0,0
15,4,-52179.765625,-95396.234375,0.00530530223109,6.38343205081,6.38873735304,0,0,6.38343205081,0,0,0,-3.32996356827,4.36134382421,2.07259435184,0,0,0,0,0,0,0
16,4,-52234.6757812,-95513.671875,0.00530530223109,6.2519035254,6.25720882764,0,0,6.2519035254,0,0,0,-3.39005934243,4.06385704584,1.99797523942,0,0,0,0,0,0,0
17,4,-52296.0273438,-95628.3984375,0.00530530223109,6.1558135212,6.16111882343,0,0,6.1558135212,0,0,0,-3.41515488764,3.81233114174,1.93804550406,0,0,0,0,0,0,0
18,4,-52336.3046875,-95693.1484375,0.00530530223109,6.13060055938,6.13590586162,0,0,6.13060055938,0,0,0,-3.36925446444,3.6529756476,2.08408083916,0,0,0,0,0,0,0
19,4,-52380.6015625,-95755.140625,0.00530530223109,6.14082611876,6.14613142099,0,0,6.14082611876,0,0,0,-3.28788813532,3.53971688218,2.06772539137,0,0,0,0,0,0,0
20,4,-52429.3398438,-95813.125,0.00530530223109,6.15105167814,6.15635698037,0,0,6.15105167814,0,0,0,-3.21422711479,3.42649418808,1.86576757227,0,0,0,0,0,0,0
21,4,-52482.9492188,-95865.8359375,0.00530530223109,6.10877218105,6.11407748328,0,0,6.10877218105,0,0,0,-3.42563412576,3.30019528992,1.84994461258,0,0,0,0,0,0,0
22,4,-52562.4257812,-95927.0390625,0.00530530223109,5.961482571,5.96678787323,0,0,5.961482571,0,0,0,-4.03335923084,3.14761671593,1.83573522306,0,0,0,0,0,0,0
23,4,-52648.5390625,-95979.984375,0.00530530223109,5.76168790448,5.76699320671,0,0,5.76168790448,0,0,0,-4.83904328849,2.98180410274,1.82645509644,0,0,0,0,0,0,0
24,4,-52738.4296875,-96028.125,0.00531057312154,5.56189323795,5.56720381107,0,0,5.56189323795,0,0,0,-5.6443144003,2.81598917898,1.81101663451,0,0,0,0,0,0,0
25,4,-52829.2460938,-96074.8828125,0.00531057312154,5.49755552377,5.5028660969,0,0,5.49755552377,0,0,0,-6.09293926103,2.69309447357,1.78604774257,0,0,0,0,0,0,0
26,4,-52920.3085938,-96123.8203125,0.00530530223109,5.70413171429,5.70943701652,0,0,5.70413171429,0,0,0,-5.82791856143,2.65622452096,1.74858202658,0,0,0,0,0,0,0
27,4,-53010.2578125,-96173.7890625,0.00530530223109,6.04616485714,6.05147015937,0,0,6.04616485714,0,0,0,-5.20417467556,2.66295180853,1.71517332087,0,0,0,0,0,0,0
28,4,-53099.9726562,-96223.6953125,0.00530530223109,6.388198,6.39350330223,0,0,6.388198,0,0,0,-4.57856739888,2.67008528075,1.71782849046,0,0,0,0,0,0,0
29,4,-53190.3398438,-96272.421875,0.00530530223109,6.73023114286,6.73553644509,0,0,6.73023114286,0,0,0,-4.65700253054,2.67668584631,1.74466210761,0,0,0,0,0,0,0
30,4,-53282.2382812,-96318.8671875,0.00530530223109,6.99425482552,6.99956012775,0,0,6.99425482552,0,0,0,-4.7535491218,2.81651973222,1.77853430331,0,0,0,0,0,0,0
31,4,-53391.15625,-96369.3828125,0.00530530223109,7.10225958778,7.10756489001,0,0,7.10225958778,0,0,0,-4.4513926263,3.22417448489,1.81985769966,0,0,0,0,0,0,0
32,4,-53500.3671875,-96419.46875,0.00530530223109,7.13225488984,7.13756019207,0,0,7.13225488984,0,0,0,-4.36354250758,3.76584393898,1.95237678552,0,0,0,0,0,0,0
33,4,-53606.9179688,-96473.234375,0.00530530223109,7.1622501919,7.16755549413,0,0,7.1622501919,0,0,0,-4.27576621378,4.3074769729,1.81797778276,0,0,0,0,0,0,0
34,4,-53707.8554688,-96534.796875,0.00530530223109,7.04854023955,7.05384554178,0,0,7.04854023955,0,0,0,-4.12441180887,4.58586761349,1.81276329547,0,0,0,0,0,0,0
35,4,-53798.5664062,-96604.5234375,0.00530530223109,6.64741977837,6.6527250806,0,0,6.64741977837,0,0,0,-3.84720984567,4.33765835633,1.84428980782,0,0,0,0,0,0,0
36,4,-53884.515625,-96681.3984375,0.00530530223109,6.10259406277,6.107899365,0,0,6.10259406277,0,0,0,-3.50564380926,3.82617157509,1.64981540018,0,0,0,0,0,0,0
37,4,-53969.0039062,-96761.359375,0.00530530223109,5.55776834718,5.56307364941,0,0,5.55776834718,0,0,0,-3.16197199046,3.3150047694,1.71433458326,0,0,0,0,0,0,0
38,4,-54055.3242188,-96840.3671875,0.00530530223109,5.21272871743,5.21803401966,0,0,5.21272871743,0,0,0,-3.10624973832,3.01496199146,1.61475341476,0,0,0,0,0,0,0
39,4,-54144.5351562,-96913.25,0.00530530223109,5.2672612594,5.27256656163,0,0,5.2672612594,0,0,0,-2.90592008567,3.13647135353,1.60474582082,0,0,0,0,0,0,0
40,4,-54238.890625,-96978.5703125,0.00530530223109,5.52157988722,5.52688518945,0,0,5.52157988722,0,0,0,-2.24734430569,3.46868628832,1.59860651991,0,0,0,0,0,0,0
41,4,-54338.5976562,-97033.59375,0.00530530223109,5.77589851504,5.78120381727,0,0,5.77589851504,0,0,0,-1.70595717498,3.80107963174,1.4020149799,0,0,0,0,0,0,0
42,4,-54443.8671875,-97075.59375,0.00530530223109,6.01728607044,6.02259137267,0,0,6.01728607044,0,0,0,-1.73067890911,4.12367392368,1.39635797021,0,0,0,0,0,0,0
43,4,-54562.4140625,-97105.25,0.00530530223109,6.23281148101,6.23811678324,0,0,6.23281148101,0,0,0,-1.70042603603,4.4263287306,1.38617015216,0,0,0,0,0,0,0
44,4,-54683.9140625,-97126.6875,0.00530530223109,6.43540581917,6.4407111214,0,0,6.43540581917,0,0,0,-1.67283974865,4.71913085494,1.36788918108,0,0,0,0,0,0,0
45,4,-54804.6992188,-97149.7734375,0.00530530223109,6.63800015732,6.64330545955,0,0,6.63800015732,0,0,0,-1.73935391191,5.01201173041,1.34054950813,0,0,0,0,0,0,0
46,4,-54921.1015625,-97184.390625,0.00530530223109,6.84059449548,6.84589979771,0,0,6.84059449548,0,0,0,-1.80471704562,5.30501540659,1.11976453049,0,0,0,0,0,0,0
47,4,-55029.4492188,-97240.3984375,0.00530530223109,6.98544713201,6.99075243424,0,0,6.98544713201,0,0,0,-1.79981528411,5.52418858908,1.07965121539,0,0,0,0,0,0,0
48,4,-55075.9609375,-97274.46875,0.00530530223109,7.01481636528,7.02012166751,0,0,7.01481636528,0,0,0,-1.65590524526,5.59544244642,1.28536472461,0,0,0,0,0,0,0
49,4,-55122.4492188,-97306.921875,0.00530530223109,6.98644389693,6.99174919916,0,0,6.98644389693,0,0,0,-1.44259637642,5.5926831133,1.2535087751,0,0,0,0,0,0,0
50,4,-55171.359375,-97329.5625,0.00530530223109,6.84916900994,6.85447431217,0,0,6.84916900994,0,0,0,-1.29869454593,5.57533293255,1.2280407457,0,0,0,0,0,0,0
51,4,-55214.8164062,-97336.515625,0.00530530223109,6.4940892857,6.49939458793,0,0,6.4940892857,0,0,0,-1.29347778171,5.52898199039,1.19845888492,0,0,0,0,0,0,0
52,4,-55260.6171875,-97335.5078125,0.00530530223109,6.03010714284,6.03541244507,0,0,6.03010714284,0,0,0,-1.35972872417,5.46795127224,1.16294945424,0,0,0,0,0,0,0
53,4,-55307.8085938,-97330.8125,0.00530530223109,5.56612499999,5.57143030222,0,0,5.56612499999,0,0,0,-1.42756027625,5.40676319632,1.12173231726,0,0,0,0,0,0,0
54,4,-55355.4296875,-97326.6953125,0.00530530223109,5.26261151659,5.26791681882,0,0,5.26261151659,0,0,0,-1.50979254743,5.43435595263,1.09830008535,0,0,0,0,0,0,0
55,4,-55412.3125,-97326.40625,0.00530530223109,5.28003535207,5.2853406543,0,0,5.28003535207,0,0,0,-1.62209559748,5.63932432582,0.751472806804,0,0,0,0,0,0,0
56,4,-55467.9921875,-97327.6640625,0.00530530223109,5.45792784699,5.46323314923,0,0,5.45792784699,0,0,0,-1.74938747445,5.93286986548,0.757284076705,0,0,0,0,0,0,0
57,4,-55522.0351562,-97324.9296875,0.00530530223109,5.59499958693,5.60030488916,0,0,5.59499958693,0,0,0,-1.87244964118,6.03318673283,0.723870352103,0,0,0,0,0,0,0
58,4,-55613.5898438,-97299.703125,0.00530530223109,5.65042981688,5.65573511911,0,0,5.65042981688,0,0,0,-1.98891053888,5.74710878588,0.603811651959,0,0,0,0,0,0,0
