iRIC output t = 7400
71,25
I,J,X,Y,Depth(m),Elevation(m),WaterSurfaceElevation(m),ShearStress(Nm-2),ElevationChange(m),FixedBedElevation(m),Vorticity(s-1),FroudeNumber,ShieldsNumber,CrossSectionalMinBedElev(m),CrossSectionalAveBedElev(m),CrossSectionalAveWaterLevel(m),SuspendedSedimentConcentration,Velocity(ms-1)X,Velocity(ms-1)Y,Velocity(ms-1) (magnitude),BedloadFlux(m2s-1)X,BedloadFlux(m2s-1)Y,BedloadFlux(m2s-1) (magnitude)
41,9,-54247.8125,-97202.5703125,1.49858238843,0.0027279297923,1.50131031822,0.322130615534,6.76797931661e-05,-74999.2473397,-0.0140284696774,0.097600409338,0.0834768758714,-1.70595717498,3.80107963174,1.4020149799,0,-0.233927310858,-0.14310486798,0.274227989098,-1.20923619103e-06,-7.96441219631e-07,1.44795399858e-06
42,9,-54353.609375,-97258.359375,1.16212127363,0.629043823905,1.79116509754,0.349790020939,-4.94385945157e-05,-49998.8709067,-0.0134487546607,0.0756664555708,0.0950382003704,-1.73067890911,4.12367392368,1.39635797021,0,-0.282268798921,-0.109346586896,0.302708359498,-1.86842262534e-06,-8.5540116564e-07,2.05492439302e-06
43,9,-54463.0820312,-97301.125,0.852173102269,1.22343217926,2.07560528153,0.65355765762,-6.06207371368e-05,-24998.5265072,-0.0113835536958,0.0897859413216,0.184584587892,-1.70042603603,4.4263287306,1.38617015216,0,-0.282877186706,-0.0711421290552,0.291685970327,-2.19268834422e-06,-7.83599033487e-07,2.3284994353e-06
44,9,-54575.609375,-97337.6953125,0.551096864357,1.80190957069,2.35300643505,0.813578922833,3.39706921946e-05,1.8018756,-0.00813899762871,0.0926808394107,0.222299555929,-1.67283974865,4.71913085494,1.36788918108,0,-0.218469306742,-0.0443562028443,0.222926693599,-6.82229820732e-07,-2.2419595882e-07,7.18123496515e-07
45,9,-54687.7890625,-97374.96875,0.244465834834,2.38026816527,2.6247340001,0.390633535158,9.76526765717e-06,2.3802584,-0.00532074163787,0.0803362958981,0.114939999636,-1.73935391191,5.01201173041,1.34054950813,0,-0.150968620787,-0.0368883673901,0.155410025774,-9.2156728319e-08,-3.43191088409e-08,9.83395332818e-08
46,9,-54796.2226562,-97419.8515625,0.0474450172952,2.95864181288,3.00608683017,0.0438356564593,6.12877684159e-07,2.9586412,7.42648198382e-07,0.0303305445433,0.0270072513243,-1.80471704562,5.30501540659,1.11976453049,0,-5.88832442659e-05,0.000108172511993,0.000123160581381,-2.61453902941e-10,-1.30030533259e-10,2.9200356666e-10
47,9,-54897.5,-97479.265625,0.00531881846914,3.32336050195,3.32867932042,2.18439979504e-08,1.26552901492e-09,3.32336050068,-2.74660952749e-14,6.80641835958e-05,1.3158040147e-08,-1.79981528411,5.52418858908,1.07965121539,0,-3.93919486116e-12,5.64085451385e-12,6.8801523094e-12,0,0,0
48,9,-54957.4296875,-97526.015625,0.00531881136079,3.26075280272,3.26607161408,2.13081299097e-08,0,3.26075280272,-6.42690416737e-10,6.72213336366e-05,1.31558813124e-08,-1.65590524526,5.59544244642,1.28536472461,0,-1.48721691609e-08,-1.1623808861e-08,1.88757608585e-08,0,0,0
49,9,-55016.8203125,-97572.59375,0.00530530237133,2.98448160544,2.98978690781,2.0962863563e-15,0,2.98448160544,-2.19488491031e-17,2.11556445583e-08,1.29508315961e-15,-1.44259637642,5.5926831133,1.2535087751,0,-5.45038062398e-16,-3.75947722574e-16,6.62120215347e-16,0,0,0
50,9,-55079.4140625,-97610.15625,0.00530530223109,2.88673786947,2.8920431717,0,0,2.88673786947,-6.62011662774e-23,7.35788534619e-16,0,-1.29869454593,5.57533293255,1.2280407457,0,-1.88655662932e-21,-8.38445528076e-22,2.06448221576e-21,0,0,0
51,9,-55152.8085938,-97633.03125,0.00530530223109,3.14604905612,3.15135435835,0,0,3.14604905612,-9.47468132409e-21,3.53281987329e-19,0,-1.29347778171,5.52898199039,1.19845888492,0,-3.0263163526e-19,-6.14417470202e-20,3.08805755997e-19,0,0,0
52,9,-55231.796875,-97641.09375,0.00530530223109,3.58388770408,3.58919300631,0,0,3.58388770408,0,0,0,-1.35972872417,5.46795127224,1.16294945424,0,0,0,0,0,0,0
53,9,-55314.0703125,-97639.8671875,0.00530530223109,4.02172635204,4.02703165427,0,0,4.02172635204,-4.51684619235e-24,6.67150857967e-13,0,-1.42756027625,5.40676319632,1.12173231726,0,1.27835414718e-23,5.48507158922e-22,5.486561057e-22,0,0,0
54,9,-55397.3164062,-97634.8828125,0.00530530223109,4.29713980606,4.3024451083,0,0,4.29713980606,-1.80427957331e-14,6.67150857967e-13,0,-1.50979254743,5.43435595263,1.09830008535,0,-6.10559657178e-13,3.63372273736e-14,6.11639999564e-13,0,0,0
55,9,-55496.2734375,-97629.0234375,0.00530530223109,4.2477028721,4.25300817433,0,0,4.2477028721,0,0,0,-1.62209559748,5.63932432582,0.751472806804,0,0,0,0,0,0,0
56,9,-55592.109375,-97619.1640625,0.00530530223109,4.03584074404,4.04114604628,0,0,4.03584074404,0,0,0,-1.74938747445,5.93286986548,0.757284076705,0,0,0,0,0,0,0
57,9,-55683.6484375,-97598.7578125,0.00530530223109,3.80373949361,3.80904479584,0,0,3.80373949361,0,0,0,-1.87244964118,6.03318673283,0.723870352103,0,0,0,0,0,0,0
58,9,-55780.3046875,-97557.8671875,0.00530530223109,3.53115999821,3.53646530044,0,0,3.53115999821,0,0,0,-1.98891053888,5.74710878588,0.603811651959,0,0,0,0,0,0,0
59,9,-55872.2578125,-97502.109375,0.00530598596918,3.23834138203,3.243647368,8.24469290952e-08,2.04606021015e-09,3.23834137998,4.4464318243e-11,0.000132651948524,5.09356124519e-08,-2.10018492577,5.26813430044,0.805945179583,0,9.6640295233e-10,-6.44472385846e-10,1.1615848322e-09,0,0,0
60,9,-55961.6875,-97438.109375,0.00628877884284,2.94552284294,2.95181162178,0.000248628563192,8.13854947879e-08,2.94552276155,4.49995696351e-06,0.00607871755315,0.000148110071688,-2.20762547947,4.7895960684,0.618990419812,0,9.74508753335e-05,-7.07476691723e-05,0.000120423858918,0,0,0
61,9,-56050.765625,-97372.515625,0.0069920974282,2.57472351918,2.58171561661,0.0024613538913,4.28604635339e-07,2.57472309058,3.31802487736e-06,0.019630095947,0.000867757315643,-2.33225739289,4.44422435496,0.48462043146,0,7.36797948207e-05,-5.22437775088e-05,9.03223364025e-05,0,0,0
62,9,-56140.046875,-97311.640625,0.00735752382136,2.04796176245,2.05531928628,0.00422949953237,4.4795349341e-07,2.0479613145,2.93892458864e-08,0.0249867919325,0.00130959997333,-2.49489597046,4.36495007005,0.458550150354,0,8.93319035009e-07,-2.06052458169e-07,9.16775061739e-07,0,0,0
63,9,-56231.1289062,-97255.5234375,0.0216397069813,1.44322016117,1.46485986815,0.0376949033769,1.67529167028e-06,1.44321848588,-4.9399486617e-05,0.0440345340156,0.0170144659697,-2.67532699965,4.41895201707,0.482729091611,0,-0.00104879926384,0.000707676251061,0.00126522155061,2.42589686494e-11,3.32536931585e-11,4.11619444222e-11
64,9,-56324.0273438,-97204.0078125,0.196500337591,0.838501631532,1.03500196912,0.203411549746,2.59742820293e-05,0.83847565725,-0.00387945053157,0.0671742044158,0.0591933321866,-2.85462088791,4.47308531868,0.609204853694,0,-0.092469349113,0.0363165874727,0.0993452316472,4.18649885232e-09,5.93153245257e-09,7.26015494851e-09
65,9,-56418.7695312,-97156.953125,0.520710440392,0.23386875095,0.754579191342,0.418167892853,0.000135922324661,0.233732828625,-0.00665681830028,0.0643674934383,0.117522689727,-3.0345184732,4.52703515347,0.312320569755,0,-0.149329646231,0.0585025857363,0.160380471945,3.72227827328e-08,1.44426214212e-07,1.49145790776e-07
66,9,-56515.375,-97114.2109375,0.831367894962,-0.312010774245,0.519357120717,0.916582043516,0.000265818598612,-0.312276592843,-0.0109011479799,0.0737831345603,0.285684081191,-3.0170039595,4.55885247041,0.299026448783,0,-0.229215729912,0.0905860350717,0.246466388356,-3.44019179977e-06,2.35232536633e-06,4.16753575249e-06
67,9,-56631.75,-97068.953125,1.11075446567,-0.742186245564,0.368568220111,1.26388093013,-0.0013670455643,-25000.4908192,-0.0206276169386,0.105718886283,0.371316161959,-2.64823076183,4.54661507983,0.251042973702,0,-0.396003072126,0.149234293852,0.423189446459,-1.60853893095e-05,7.7609830287e-06,1.78598042209e-05
68,9,-56750.2226562,-97028.34375,1.36011081489,-1.11619232794,0.24391848695,1.80394628159,-0.00556392793929,-50000.6106284,-0.0356071554855,0.149368548824,0.560396353357,-2.51617995028,4.51287587861,0.166245631961,0,-0.65778984182,0.228120303139,0.696222915959,-8.83201896526e-05,3.48658569591e-05,9.4953061466e-05
69,9,-56870.2734375,-96991.21875,1.55944693177,-1.48974391789,0.0697030138769,4.03223176489,-0.00930631788898,-50000.9804376,-0.0574531847455,0.209879334603,1.24917052857,-3.11766803376,4.47971963805,0.0198269512267,0,-1.05602982446,0.33010188217,1.10642046383,-0.000388611173663,0.00013660640407,0.000411922266852
70,9,-56991.375,-96956.4140625,1.69093551721,-1.86077425893,-0.169838741725,6.51777702618,-0.0105274589332,-50001.3502468,-0.0799401079648,0.254075298593,1.995751565,-3.71766713815,4.44639016674,-0.292098125317,0,-1.48788235637,0.437835102723,1.55096533926,-0.000870261846769,0.00027694507929,0.000913265710998
71,9,-57113,-96922.7734375,1.74072778044,-2.04567885893,-0.304951078497,7.42372059623,-0.0105274589332,-50001.5351514,-0.0799401079648,0.263407399287,2.29318277461,-4.01518143815,4.42960653899,-0.566560286063,0,-1.49367217775,0.422339457821,1.5522329697,-0.000876632049236,0.00025835119425,0.000913908687626
1,10,-51536.0351562,-94025.0546875,2.64611172836,-0.363037039465,2.2830746889,4.94690052578,0,-99999.363037,0.00723627805658,0.241716203398,0.764083050836,-2.029756875,3.85167293937,2.34404838989,0,-0.0128768640637,-0.883465971012,0.883559808708,1.52325906576e-06,-8.52404508811e-05,8.52540602235e-05
2,10,-51537.5039062,-94129.734375,2.03834118151,0.135527547988,2.1738687295,8.60333247279,-0.000330934057856,-74999.1141415,0.00723627805658,0.41117837035,1.50583744681,-1.98764992322,3.95400311547,2.31702235626,0,0.11045533728,-1.48636713135,1.49046557514,4.33077322709e-06,-8.52819441516e-05,8.53918356462e-05
3,10,-51539.328125,-94234.5625,1.23436534703,1.1337035249,2.36806887194,5.31896773305,5.39998341456e-05,-49998.3663505,-0.0443395522322,0.346097676569,1.26925333949,-1.9028333554,4.15892380007,2.13678081367,0,0.127039977362,-0.637549117375,0.65008309693,1.817273119e-06,-5.51007962534e-05,5.5130755748e-05
4,10,-51541.8632812,-94339.6796875,0.865457457952,2.13192552433,2.99738298228,0.967472787403,0.000484956238784,-24997.6185594,-0.0227151045275,0.091850214172,0.298905164163,-1.8279045253,4.3639388392,2.18323451982,0,-0.0102175425565,-0.350555305499,0.35070417789,-3.58663239871e-07,-1.23054345924e-05,1.23106604139e-05
5,10,-51545.46875,-94445.2421875,0.569233621987,2.93188093204,3.50111455403,0.588991055808,0.000133195694571,2.93174773635,-0.0105146236395,0.0586493876166,0.198179533349,-1.84924307415,4.57144503559,2.22534387916,0,-0.00741682582901,-0.17239681171,0.172556280654,-1.53406040223e-07,-3.56577231841e-06,3.56907069696e-06
6,10,-51551.1640625,-94555.8671875,0.377794479786,3.33712045968,3.71491493947,0.215180363481,3.33045917964e-05,3.33708715509,-0.00481646495867,0.0410416207736,0.0681738346407,-1.84720197988,4.78435864862,2.29946694834,0,-0.0060479874886,-0.0846298873343,0.0848457187069,-5.57540323332e-09,-7.80169847191e-08,7.8215951224e-08
7,10,-51561.2421875,-94665.9609375,0.241879988296,3.54494283033,3.78682281863,0.15410265648,1.31258531155e-07,3.54494269907,-0.00499282783853,0.0412449179326,0.047604945813,-2.02569113965,4.99997213182,2.25794224779,0,-0.0116980754694,-0.0934242646286,0.0941538007257,-4.98818304659e-12,-3.9837094074e-11,4.0148175978e-11
8,10,-51578.5234375,-94774.3671875,0.104744569308,3.75279824307,3.85754281238,0.0951433602269,1.45230494297e-11,3.75279824306,-0.00356289583933,0.0448630151011,0.0317319929689,-2.21124234124,5.2154085949,2.33363515537,0,-0.0144493567268,-0.0693108479976,0.070800971462,-9.00276524999e-16,-4.31845728448e-15,4.41130039097e-15
9,10,-51605.84375,-94879.90625,0.0204555181714,3.83732609259,3.85778161076,0.0122517148289,0,3.83732609259,-8.59663708919e-07,0.0220831365796,0.00756909451018,-2.36021222477,5.34722625913,2.14896164074,0,-5.42839748875e-06,-1.67358533663e-05,1.75942117526e-05,0,0,0
10,10,-51649.0976562,-94991.953125,0.00541726851132,3.67519855323,3.68061582175,1.31613735101e-06,0,3.67519855323,-2.06667808121e-14,0.000515963961597,8.1310805363e-07,-2.43620056449,5.3121095262,2.10306989873,0,-3.38270772612e-12,1.39707550837e-12,3.65985403213e-12,0,0,0
11,10,-51701.0234375,-95101.2890625,0.00600520114696,3.38974331943,3.39574852058,2.67409585965e-05,0,3.38974331943,-1.4582121093e-06,0.00216122698795,1.08165425044e-05,-2.47583340286,5.19351789153,2.01527805529,0,-1.25072286584e-05,-2.58265585745e-05,2.86956773141e-05,0,0,0
12,10,-51754.734375,-95210.09375,0.00623185961376,3.10428812309,3.11051998271,0.000170216667166,3.74671089709e-08,3.10428808563,-5.21935222385e-07,0.00551003670237,6.0298725047e-05,-2.60043668301,5.07487560116,1.92671882581,0,-4.12661881331e-06,-8.84240510008e-06,9.75792553693e-06,0,0,0
13,10,-51803.328125,-95320.53125,0.00672947963922,2.59777955749,2.60450903713,0.37659000261,7.97648005424e-08,2.59777947772,3.72487017158e-06,0.232759459922,0.225912761677,-3.07214878496,4.91149398821,2.15265370072,0,2.43032371282e-05,6.08566850099e-05,6.55300194209e-05,9.19955743909e-10,2.37279441543e-09,2.54489133533e-09
14,10,-51843.5078125,-95439.0625,0.336129137229,1.64916432979,1.98529346702,1.61010958345,2.08167763693e-07,1.64916412163,0.0180806033979,0.289805576395,0.371268987654,-3.26975226683,4.65873727952,2.20974222072,0,0.158945426103,0.231690132794,0.280969688958,8.26218947216e-10,2.65138773069e-09,2.77713785167e-09
15,10,-51877.25,-95559.9453125,1.26080695468,0.479529272255,1.74033622694,0.979756591803,3.38808258827e-05,-24999.2705046,-0.00648480377004,0.085377945536,0.192483240927,-3.32996356827,4.36134382421,2.07259435184,0,0.154407114026,0.316051835074,0.351753207968,1.83557527934e-10,6.32778999916e-10,6.58864651347e-10
16,10,-51911.171875,-95681.390625,2.4348094763,-0.690034848642,1.74477462766,0.438028613485,0.00013849012584,-74999.9401733,-0.0215731521837,0.0586595073113,0.104639637494,-3.39005934243,4.06385704584,1.99797523942,0,-0.0939910423333,-0.126352978359,0.15747822446,-1.01714395517e-06,-1.21126593019e-06,1.58169117693e-06
17,10,-51951.8945312,-95801.59375,3.32704947227,-1.58735893559,1.73969053668,0.851863159849,0.000147696518083,-100000.587507,-0.0243537000195,0.090215018288,0.183064450269,-3.41515488764,3.81233114174,1.93804550406,0,-0.267773669026,-0.479486434062,0.549190293317,-4.37558383212e-06,-7.55385712021e-06,8.72963293985e-06
18,10,-51999.9023438,-95908.5546875,3.67085414027,-1.94014141517,1.7307127251,1.8563091067,2.76365507874e-05,-100000.940169,-0.0199707908698,0.129570594165,0.323716829909,-3.36925446444,3.6529756476,2.08408083916,0,-0.417044028348,-0.682289392114,0.799652759747,-1.08097942357e-05,-1.74607675101e-05,2.05360671371e-05
19,10,-52059.3710938,-96009.578125,3.73104718978,-2.02049540991,1.71055177987,2.74233070975,6.2457482608e-07,-100001.020496,-0.0152794172736,0.156481411245,0.444217880039,-3.28788813532,3.53971688218,2.06772539137,0,-0.569534420935,-0.769858722304,0.957628272837,-1.99420587328e-05,-2.58566860178e-05,3.2653543733e-05
20,10,-52130.5507812,-96101.265625,3.79472621946,-2.10072765115,1.69399856831,3.33385741489,9.5366090286e-05,-100001.100823,-0.0110608346228,0.171487694285,0.525839913672,-3.21422711479,3.42649418808,1.86576757227,0,-0.721456330596,-0.759590664609,1.04760546711,-3.00309129933e-05,-2.99098830648e-05,4.23846297632e-05
21,10,-52213.6875,-96180.2109375,3.82819350857,-2.14926328907,1.6789302195,3.69069751446,0.000157465244162,-100001.149421,-0.00876737220363,0.179880339536,0.575586612244,-3.42563412576,3.30019528992,1.84994461258,0,-0.869016543248,-0.689597576083,1.10938477066,-3.92807959404e-05,-2.92704899851e-05,4.89871668264e-05
22,10,-52306.6875,-96243.0859375,3.79673411782,-2.13444550138,1.66228861645,3.93158488059,0.000114498622081,-100001.13456,-0.00754200236299,0.186164906072,0.610390499107,-4.03335923084,3.14761671593,1.83573522306,0,-0.982297487778,-0.579571580548,1.14053126721,-4.73170537508e-05,-2.63164564955e-05,5.41429539103e-05
23,10,-52408.3789062,-96293.2578125,3.73571784826,-2.08800968543,1.64770816284,4.22714515857,-3.9685427506e-05,-100001.08797,-0.00726469638091,0.194095533694,0.655154595032,-4.83904328849,2.98180410274,1.82645509644,0,-1.06269788651,-0.475471767246,1.16421656037,-5.65532723872e-05,-2.40800804779e-05,6.14664371305e-05
24,10,-52515.6835938,-96333.6015625,3.66676126353,-2.04152214768,1.62523911584,4.86077463051,-0.000142147682242,-100001.04138,-0.0071429763722,0.209524915819,0.75389028547,-5.6443144003,2.81598917898,1.81101663451,0,-1.15930570268,-0.397398737111,1.22552660866,-7.60736033424e-05,-2.51531089035e-05,8.01241038203e-05
25,10,-52625.515625,-96367.0078125,3.76538376573,-2.17293335847,1.59245040726,5.81143523756,-1.43584676096e-05,-100001.172919,-0.00639634836347,0.227051002974,0.899807300835,-6.09293926103,2.69309447357,1.78604774257,0,-1.31685262664,-0.3438142977,1.36099563247,-0.000108757132154,-2.79956539003e-05,0.00011230258426
26,10,-52728.7304688,-96394.4296875,4.20769472163,-2.6599509194,1.54774380222,6.9189187602,0.000765080596968,-100001.660716,-0.00492340517518,0.238775505948,1.07127371824,-5.82791856143,2.65622452096,1.74858202658,0,-1.5295332222,-0.333536265073,1.56547702568,-0.00015582413532,-3.43354251561e-05,0.000159562158951
27,10,-52831.71875,-96419.421875,4.83310477393,-3.3245980114,1.50850676253,7.3838018066,0.00204398859801,-100002.326642,-0.00442256521129,0.235788305155,1.14120963322,-5.20417467556,2.66295180853,1.71517332087,0,-1.63190481603,-0.355457169397,1.67016859265,-0.00018040635996,-3.97348386838e-05,0.000184730376818
28,10,-52934.7304688,-96443.1328125,5.50544022147,-3.99032914846,1.51511107301,8.49852529513,0.00223885154267,-75003.242568,-0.00846027255108,0.206193262205,1.36392194052,-4.57856739888,2.67008528075,1.71782849046,0,-1.53658728164,-0.353449050148,1.57671389451,-0.000147662218521,-3.37260686761e-05,0.00015146477639
29,10,-53038.0234375,-96466.71875,6.20564396853,-4.65700253054,1.54864143799,9.33381532585,0.00149146946116,-25004.408494,-0.013622664982,0.156291402579,1.49319830493,-4.65700253054,2.67668584631,1.74466210761,0,-1.19882318768,-0.280840393259,1.23127915674,-8.28878683266e-05,-1.89505698705e-05,8.50266006267e-05
30,10,-53141.8515625,-96491.328125,6.31823611976,-4.7535491218,1.56468699796,7.77124850563,0.000771219234686,-4.75432034103,-0.0125491557703,0.121563227577,1.21797874598,-4.7535491218,2.81651973222,1.77853430331,0,-0.84182828223,-0.21096298541,0.867859572728,-4.0490122544e-05,-9.85018760414e-06,4.16710477365e-05
31,10,-53264.9375,-96523.5,5.26997474631,-3.70965409041,1.5603206559,8.63602315345,0.000293273723802,-3.70994736414,-0.00390598041201,0.138360566675,1.36870867151,-4.4513926263,3.22417448489,1.81985769966,0,-0.821359243315,-0.230465959399,0.853080046081,-2.66572413095e-05,-8.22434659707e-06,2.78971036343e-05
32,10,-53386.1171875,-96561.8984375,3.65603009702,-2.09532863836,1.56070145866,9.91925437271,0.000146089915563,-2.09547472827,0.0159285614752,0.168741007105,1.55880567849,-4.36354250758,3.76584393898,1.95237678552,0,-1.06422636017,-0.558021091454,1.20165106591,-2.09719700022e-05,-8.28156495355e-06,2.25479010964e-05
33,10,-53502.3671875,-96609.703125,2.15121223687,-0.480935860603,1.67027637627,5.99677826239,6.62318038568e-05,-0.481002092406,-0.0293111768229,0.146058800483,1.24071903085,-4.27576621378,4.3074769729,1.81797778276,0,-0.440031110457,-0.45348759804,0.6318847836,-9.82793895092e-06,-5.26623612648e-06,1.11499608503e-05
34,10,-53610.6796875,-96670.109375,1.39729721125,0.436246409303,1.83354362055,2.84860994724,5.04337756442e-05,0.436195975528,-0.0191685460004,0.108010561591,0.854289585501,-4.12441180887,4.58586761349,1.81276329547,0,-0.397418328351,-0.237924928745,0.463194990719,-5.455637193e-06,-3.5376521568e-06,6.50222730795e-06
35,10,-53703.5351562,-96740.1484375,1.6870591365,-0.0410680644684,1.64599107203,3.03206013251,8.70279366473e-05,-0.041155092405,-0.0192475475273,0.110711242659,0.724151889904,-3.84720984567,4.33765835633,1.84428980782,0,-0.371231174035,-0.212880005136,0.427937473426,-4.2477946325e-06,-1.93012250861e-06,4.66574025618e-06
36,10,-53789.7617188,-96820.078125,2.60804104474,-1.2171178838,1.39092316094,2.90326453882,-0.00133715552488,-25000.9657807,-0.0142832607638,0.121694101739,0.585118572028,-3.50564380926,3.82617157509,1.64981540018,0,-0.535117890161,-0.501943577291,0.733688292911,-7.58972473439e-06,-5.96824009931e-06,9.65524786977e-06
37,10,-53872.4140625,-96905.8203125,3.72937570969,-2.39191900738,1.3374567023,1.9557965643,-0.00151264324934,-50001.8904064,-0.0456460234934,0.120860433706,0.455819676766,-3.16197199046,3.3150047694,1.71433458326,0,-0.471020027947,-0.52510804366,0.705406495748,-3.93086574945e-05,-3.91967262587e-05,5.55117456348e-05
38,10,-53954.5625,-96993.3203125,4.40123404938,-3.10624973832,1.29498431106,2.26741799751,0.000325415213322,-75002.3565752,-0.0564240952218,0.133946583149,0.576487213961,-3.10624973832,3.01496199146,1.61475341476,0,-0.643567160038,-0.589438395227,0.87270631443,-6.6572593319e-05,-6.07820755828e-05,9.01463859141e-05
39,10,-54041.6992188,-97081.328125,4.19920380506,-2.90592008567,1.29328371938,3.09899096562,-8.9835672151e-05,-100001.90583,-0.0411230828126,0.162180945039,0.664328875042,-2.90592008567,3.13647135353,1.60474582082,0,-0.786749423283,-0.682049733603,1.04123316032,-7.95333503109e-05,-6.89761826496e-05,0.000105277099051
40,10,-54132.9648438,-97163.7109375,3.52009193508,-2.24734430569,1.27274762939,3.51998563476,-0.000715805688684,-100001.246628,-0.0321658194325,0.182872445105,0.684015101901,-2.24734430569,3.46868628832,1.59860651991,0,-0.829193668653,-0.682512338018,1.07395774204,-7.69803050411e-05,-6.33247818632e-05,9.96794630917e-05
41,10,-54229.78125,-97237.3125,2.83715926831,-1.58743155233,1.24972771598,3.38629791776,-4.80232601885e-06,-100000.587427,-0.0226273238877,0.192541485266,0.626727125046,-1.70595717498,3.80107963174,1.4020149799,0,-0.823192134535,-0.5600766213,0.995656121403,-6.33741283774e-05,-4.37321328871e-05,7.69985687818e-05
42,10,-54333.5546875,-97298.96875,2.21885785444,-0.982332901724,1.23652495271,2.88718590814,0.000273148275905,-99999.9826061,-0.0125821087757,0.192174652387,0.504608952167,-1.73067890911,4.12367392368,1.39635797021,0,-0.779037191604,-0.432871392211,0.891221963429,-3.97228620522e-05,-2.25456363649e-05,4.56750641895e-05
43,10,-54440.09375,-97345.5625,1.70608730586,-0.486633750663,1.2194535552,2.87977610539,-8.63006625509e-05,-74999.7365475,-0.00778290252943,0.182442420071,0.463787109008,-1.70042603603,4.4263287306,1.38617015216,0,-0.671591664222,-0.361255200666,0.762588147994,-2.036789804e-05,-9.56263189246e-06,2.2501004406e-05
44,10,-54550.6523438,-97385.109375,1.23894070622,-0.0449383027691,1.19400240345,3.5556135083,-6.840276906e-05,-24999.7948699,-0.00579029170343,0.167134577807,0.568544034273,-1.67283974865,4.71913085494,1.36788918108,0,-0.491086200046,-0.315255321539,0.583567968307,-1.27748134723e-05,-4.71680569717e-06,1.36177867231e-05
45,10,-54661.5429688,-97424.4453125,0.759065355378,0.397017122272,1.15608247765,2.79160691337,0.000209472271861,0.39680765,-0.00419887834249,0.149354238415,0.484875529923,-1.73935391191,5.01201173041,1.34054950813,0,-0.326608495833,-0.269920016204,0.423709717493,-7.46261764232e-06,-2.94126700953e-06,8.02132867403e-06
46,10,-54769.078125,-97470.3984375,0.384645455392,0.838605959505,1.2232514149,1.13920818857,0.000120759505375,0.8384852,-0.00699641684043,0.109398985342,0.256863416639,-1.80471704562,5.30501540659,1.11976453049,0,-0.140306908044,-0.139852701083,0.198103019778,-2.41661302374e-06,-1.22421048383e-06,2.70900531842e-06
47,10,-54869.5742188,-97529.8203125,0.168594413106,1.19148838648,1.36008279959,0.296955560028,2.12684519514e-05,1.19146711803,-0.00432524164734,0.0626938827005,0.107568839107,-1.79981528411,5.52418858908,1.07965121539,0,-0.107630278086,-0.0715618703809,0.129249286471,-1.85053739341e-07,-1.23165565483e-07,2.22294046175e-07
48,10,-54932.4023438,-97579.1015625,0.044546542872,1.3670589022,1.41160544508,0.0253266855219,1.13009451219e-06,1.36705777211,5.37605069775e-07,0.02356157742,0.0156181180446,-1.65590524526,5.59544244642,1.28536472461,0,-2.65246696226e-05,5.62414326166e-05,6.21824480168e-05,-3.51039727005e-11,-2.77845610979e-11,4.47690823533e-11
49,10,-54994.4765625,-97628.6796875,0.00530530237133,1.45395279436,1.45925809673,2.0962863563e-15,1.43784095741e-10,1.45395279422,2.31408841136e-17,2.11556445583e-08,1.29508315961e-15,-1.44259637642,5.5926831133,1.2535087751,0,-5.69732763547e-16,-4.04594317029e-16,6.98778923001e-16,0,0,0
50,10,-55059.921875,-97669.6328125,0.00530530223109,1.59166388478,1.59696918701,0,0,1.59166388478,-8.0320508745e-22,7.35788534619e-16,0,-1.29869454593,5.57533293255,1.2280407457,0,2.99610622346e-20,-9.85252100957e-20,1.02980009102e-19,0,0,0
51,10,-55139.7148438,-97696.953125,0.00530530223109,1.8310071129,1.83631241513,0,6.55276943817e-10,1.83100711225,1.03798182389e-20,3.53281987329e-19,0,-1.29347778171,5.52898199039,1.19845888492,0,-3.29620998978e-19,-7.61040297797e-20,3.38292515903e-19,0,0,0
52,10,-55225.8945312,-97707.953125,0.00530530223109,2.12116708219,2.12647238442,0,6.74025147696e-07,2.12116640816,0,0,0,-1.35972872417,5.46795127224,1.16294945424,0,0,0,0,0,0,0
53,10,-55315.6914062,-97707.71875,0.00530530223109,2.41132873994,2.41663404217,0,3.03585966943e-06,2.41132570408,1.24807780466e-15,6.67150857967e-13,0,-1.42756027625,5.40676319632,1.12173231726,0,-4.05287447816e-15,-1.65340153887e-13,1.65389819152e-13,0,0,0
54,10,-55406.3476562,-97701.3515625,0.00571238133676,2.57144405676,2.5771564381,0.000164282448366,2.37588173757e-06,2.57144168088,1.3673572293e-14,0.00541684739523,0.000101493496659,-1.50979254743,5.43435595263,1.09830008535,0,-5.88289701152e-13,5.69934966699e-13,8.19091349453e-13,0,0,0
55,10,-55512.0429688,-97690.6484375,0.00596839993846,2.47147103278,2.47743943272,0.000195457979649,1.33919395573e-08,2.47147101939,6.18381400899e-06,0.00592367911267,0.000102329625576,-1.62209559748,5.63932432582,0.751472806804,0,0.000195154659232,-2.58826579506e-05,0.000196863539038,0,0,0
56,10,-55614.109375,-97673.796875,0.00641247077714,2.24145705129,2.24786952207,0.000208399477648,1.2555360307e-08,2.24145703874,-1.44894370028e-05,0.00570550130843,0.000109670228995,-1.74938747445,5.93286986548,0.757284076705,0,-0.000416374726809,9.28772610501e-05,0.000426607663721,0,0,0
